TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
com.mycompany.solucao1.Atividade,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,49,0.3,2,38,152,55003,1749065956212,1.0,11111111111111111111111111111111111111111111111111111,0.9285714285714286,1111111111111111011011111111,1.0,111111111,2,1,7,2,0.98,1111111111111111111111111111111111111111111111111111111111111111101101111111111111111111111111111111,0.7575757575757576,101111111111100101111101011111010,1.0,111111111111111,1.0,111111111111111,0.42857142857142855,1111010101011100000000000011
