TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
com.mycompany.solucao1.GestorDesportivo,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,144,0.3,2,105,368,158278,1749065480327,0.9103139013452914,1111111111111111111111111111111111111111111111111111111111111111110001110000111001111111111111111000111111111111111111111111111100011111111111111111111111111111111111111000011111111111111111111111111111111111110111111111111,0.9380530973451328,11111111111111111111111111111111111001010001111111111111111111111111111111111111111111011111111111111111111111111,1.0,1111111111111111111111111111111111111,0,0,33,3,0.9516994633273703,1101111111111111101111111111111101111111111111111111000010000001100000011111111111111111111111111111111111111111111111111111111101111111111110111111111111011111111111101111111011111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111,0.5,01001001001001001000110011000111111001110110111010111111011101111111100011100001001001001001001001001001001010010010,1.0,1111111111111111111111111111111111111111111,0.9302325581395349,1111111111111110111110111111111111111101111,0.9380530973451328,11111111111111111111111111111111111000101001111111111111111111111111111111111111111110111111111111111111111111111
